,text,sentiment
2903,my boyfriend just break his wrist now he may need surgery i so nervous,negative
2904,i agree keep it star trek but make it commercially viable ! c`mon,negative
2905,my cat enjoy the sunbeam the open window i think that count,positive
2906,sign mom`s day tomorrow,positive
2907,a great weekend hang nick & brendon church this morning ! can`t believe loretta win the mother day raffle again,neutral
2908,no one tell me the mutual admiration society meet this morning ! laugh Loud hi boy,positive
2909,it true you a part neighbour ? i bring watch that show i wanna be it,negative
2910,you run someone i know this weekend ?,neutral
2911,watch it take ' such a classic laugh loud,neutral
2912,listen the new jonas brothers song,positive
2913,sexxy tiimmee ! ... whatever that mean,neutral
2914,i stay to watch it,neutral
2915,i still full the buffet palm my stomach actually hurt ugh gluttony bite,neutral
2916,feel really sick,negative
2917,pic ? ah i will probably see you work some point ... hopefully it grow too much,negative
2918,i year and then move an ibm compatible would love to both my desk ! can you call me a techie ?,positive
2919,play vanessa hudgen new song plz or vfactory,positive
2920,minute boarding hour home no window seat,neutral
2921,happy star wars day ! may the 4th you nige the goth,negative
2922,enter house search mode yesterday ... we need to find an apartment di ? sseldorf the end august this one temporary,positive
2923,i a lil sad look like brooklyn a while what the,neutral
2924,so much to tell only blip her immune system not recover not yet a newborn give it more month but that nothing,negative
2925,m ah knowing microsoft they could probby it but would want to charge way too much extra it,negative
2926,now go to see his very ill uncle saturday and spend the night his house as even more bad news come,negative
2927,soo jelous you right now,negative
2928,i work a movie theatre toledo and i would let you come see it free but it not 3d,negative
2929,and that prob wo nt happen,neutral
2930,i hope when you call this the shitshow you mean that a good way because this will fun,neutral
2931,thank you,neutral
2932,also proof number that i no life i an imaginary boyfriend name vince it`s sad that my friend encourage me so,positive
2933,lay lyndi drive way drinking tea listenin music takin picture just a chillin,negative
2934,the sun shine and i stick work,positive
2935,katieedward i can not yet back i run out text ! i will ring you later xoxo,negative
2936,come man give me some slack !,negative
2937,i celebrate my mother ! and also celebrate my legacy as a woman god,neutral
2938,a great sunday relax enjoy the beautiful weather good nite,positive
2939,exam so stressful,positive
2940,itsuck when everyone but the one i want to text me texte me !,negative
2941,woop rehearse song yep sound even enough me,negative
2942,dell fx100 pc ip audio device teradici give me a hard time linux ubuntu jaunty kernel nt load the snd hda intel drv,positive
2943,babysitte my hubby cam cam,negative
2944,that would great ! thank,neutral
2945,gutter trent wear that shirt my show,positive
2946,benson woohoo ! well do i start macarena ing too,neutral
2947,layin bed awake txtin my girl vegas wishin i not to work and i w her,positive
2948,i glad sad that it not just me my iphone badoptus,negative
2949,so not see any video the last few day hope everything ok ...,neutral
2950,chillaxe hyde park,neutral
2951,extacy laugh Loud i know eric i wo nt delete you ! just people i nt really know and never talk and band,positive
2952,i go to watch it now,neutral
2953,work miss my miami fam carolina & & & more,neutral
2954,sit next magicmoment,negative
2955,as if teenager need any more encouragement,neutral
2956,sick and no it not the swine flu atleast i hope not,neutral
2957,whoo hoo chuck ! although it gloomy out today a much well day,negative
2958,sit wait dough to rise something it that calm me maybe the knowledge that i will cinnamon roll soon,positive
2959,early so washed and wax the car i sure the neighbour think i mad i wash it nearly every week,positive
2960,i want to comment but not understand what you say,neutral
2961,oh time to eat and make conversation the domestic partner,negative
2962,make so many new friend twitter usa another bike usa trip would amazing to see people !,neutral
2963,please everyone to vote me to become the next maxim coors caddy girl ... only take a few minute,positive
2964,jet blue okay i guess they cancel flight and not a lot backup plane and no first class,neutral
2965,the Way happy mom`s day hannah and your mom and han`s mom ! yey mom unite this your day,negative
2966,chabibi it`s a long running joke i not give a flying if anyone follow me at all !,positive
2967,finally a black disney princess,neutral
2968,i like the most sad person jtv right now because you not,positive
2969,aww i wish her to safe while she s go n hug You must of hard to say goodbye,negative
2970,easy this way my phone ... i will twittpic my pc later on i it this morning p. diddy pic,negative
2971,someone would give a speech love one the hospital stupid comm class,neutral
2972,diinner its soo cold right here d,negative
2973,the end when they sing this me and when they sing play my music,neutral
2974,good morning twitter ! i soo tired ... i really need stay twitter laugh Loud this take my life laugh loud,neutral
2975,wish i could feel no pain but it ok least they like brazil !,neutral
2976,hope i not fail english that would just sad,positive
2977,i miss dooddiiee,positive
2978,attach him all mammal mammary gland will produce milk or may formula ?,negative
2979,warhammer 40k space marine officially announce only and ps3 no luck pc gamer,neutral
2980,ah ! i almost miss snl thank twitterfriend,negative
2981,i so sick i fall last night coz i put something the bin,neutral
2982,that`s how you go series season the day an elite team over dallas epl derby day tomorrow tell me what i miss,negative
2983,a singing girl talented yeah good to complain ? no,neutral
2984,the kid that get a second chance shudnt mowgli nt gutte,positive
2985,sound like a challenge then i can see it would useful to able explicitly schedule thread ...,negative
2986,yes don`t forget the koala pics i pubquizze tonight the 11e if you back time sinon mardi ?,positive
2987,thank all who follow me ... wish the good EMOTION_WINK,neutral
2988,thank you soo much ! bella,positive
2989,good mornin everyone beautiful sunday all the beautiful mom our my breakfast the lady let move,positive
2990,yum yum i love quesadillas and wallpaper that matter,positive
2991,addict yeah like super short i guess i will just to hold my breath till sunday,positive
2992,i want to play audition anna -mhc smooch,neutral
2993,shower ice cold water sweat now mean thing i sick,neutral
2994,hmm ... strain my back hope it well tomorrow morning,negative
2995,just get back the er ... i cut myself while try to cook a nice lunch stiche my right index finger talk ouchie,neutral
2996,agh ! freak go wales already not pack,negative
2997,spray tan fail leg and foot i scrub them and foot look well but they look awful this morning everywhere else ok,negative
2998,rachinea oh so you say you good bye and hug my dad leave around the morning so i wake an empty house i pretty scared,negative
2999,can you ask ryan why he stop follow me twitter,negative
3000,god i just want to sleep,negative
3001,awhh age not matter you awesome lady you !,neutral
3002,get ready work,positive
3003,haha true thankfully the regular keyboard the job ... most the time,neutral
3004,loopjazz yess ! ez most beji ?,positive
3005,go vegas but not spend all ur money !,neutral
3006,i come home think that maybe there something good to eat apparently not,neutral
